name,total+AF8-citation,gen+AF8-citation,com+AF8-citation,copious+AF8-citation,self+AF8-citation,NGC,NCC,OC,institute,domain,hindex,i10,hindex validation,Check if hindex lesser than total citations,,,,
A8774,450,156,77,96,101,1,1,1,#NAME?, Berkeley+ACI-,Programming Languages and Software Engineering,14,20,196,TRUE,,,
A8775,213,202,2,0,2,0.0516,1,1,Aarhus University,Molecular Information Systems,12,12,144,TRUE,,,,
A8776,894,40,594,90,111,1,0.3356,0.934,#NAME?, Riverside+ACI-,Artificial Intelligence,17,27,289,TRUE,,,
A8777,842,59,466,291,21,1,0.4466,1,The George Washington University,Ubiquitous Computing,22,26,484,TRUE,,,,
A8778,102,54,33,13,1,0.4706,0.6765,1,Oregon State University,Wireless and Sensor Systems,7,0,49,TRUE,,,,
A8779,10,0,0,5,2,1,1,0.7,Oregon State University,Data Science,2,1,4,TRUE,,,,
A878,790,594,64,125,1,0.2481,1,1,#NAME?, Irvine +ACI-,Machine Learning,26,27,676,TRUE,,,
A8780,764,479,9,3,92,0.373,1,0.7631,Boston University Graduate School,Human Computer Interaction,24,24,576,TRUE,,,,
A8781,318,58,125,51,44,1,0.6069,0.8742,Pontificia Universidad Catlica de Chile,Ubiquitous Computing,15,16,225,TRUE,,,,
A8782,31,3,5,10,1,1,1,0.6129,University of Notre Dame,Data Science,2,1,4,TRUE,,,,
A8783,226,190,34,0,1,0.1593,1,1,University of Iowa,Computational +ACY- Synthetic Biology,12,14,144,TRUE,,,,
A8784,261,219,33,1,7,0.1609,1,1,#NAME?, Riverside+ACI-,Artificial Intelligence,10,1,100,TRUE,,,
A8785,316,54,184,27,11,1,0.4177,0.8734,University of Notre Dame,Security and Privacy,9,8,81,TRUE,,,,
A8786,330,299,20,5,4,0.0939,1,1,Massachusetts Institute of Technology ,Computational +ACY- Synthetic Biology,9,1,81,TRUE,,,,
A8787,430,178,118,125,7,1,0.7256,1,University of Massachusetts Amhers ,Computer Architecture,16,18,256,TRUE,,,,
A8788,519,137,303,17,13,1,0.4162,0.9056,Stanford University,Human Computer Interaction,18,21,324,TRUE,,,,
A8789,486,32,428,4,2,1,0.1193,1,Flinders University of South Australia,Systems and Networking,12,21,144,TRUE,,,,
A879,949,157,448,103,239,1,0.5279,1,#NAME?, San Diego+ACI-,Molecular Information Systems,27,29,729,TRUE,,,
A8790,473,336,87,17,21,0.2896,1,1,#NAME?, Los Angeles+ACI-,Data Science,16,19,256,TRUE,,,
A8791,466,168,48,241,0,1,1,1,Cornell University,Systems and Networking,18,20,324,TRUE,,,,
A8792,65,28,23,10,3,1,0.6462,1,Tel Aviv University,Computational +ACY- Synthetic Biology,5,4,25,TRUE,,,,
A8793,226,14,58,35,113,1,1,1,Pontificia Universidad Catlica de Chile,Programming Languages and Software Engineering,7,5,49,TRUE,,,,
A8794,704,595,74,15,9,0.1548,1,1,Aarhus University,Machine Learning,17,18,289,TRUE,,,,
A8795,552,171,71,308,1,1,1,1,Washington University in St. Louis,#NAME?, Vision, Animation, and Game Science+ACI-,21,21,441,TRUE,
A8796,438,233,194,0,6,0.468,0.5571,1,Massachusetts Institute of Technology ,Theory of Computation,11,15,121,TRUE,,,,
A8797,50,42,2,4,1,0.16,1,1,Wesleyan University,Computing for Development,4,3,16,TRUE,,,,
A8798,94,40,29,4,0,1,0.6915,0.7766,University of Iowa,Human Computer Interaction,4,1,16,TRUE,,,,
A8799,491,38,427,0,15,1,0.1303,1,Wesleyan University,Theory of Computation,16,20,256,TRUE,,,,
A88,141,82,50,1,4,0.4184,0.6454,1,Washington University in St. Louis  ,Ubiquitous Computing,10,3,100,TRUE,,,,
A880,985,430,294,248,11,1,0.7015,1,University of Washington,Computational +ACY- Synthetic Biology,23,30,529,TRUE,,,,
A8800,491,298,30,4,69,0.3931,1,0.8167,Rijksuniversiteit Groningen,Wireless and Sensor Systems,20,20,400,TRUE,,,,
A8801,443,103,92,190,18,1,1,0.9097,#NAME?, Berkeley+ACI-,Computing for Development,15,16,225,TRUE,,,
A8802,503,335,50,8,76,0.334,1,1,University of Arizona,Human Computer Interaction,17,19,289,TRUE,,,,
A8803,147,105,21,13,4,0.2857,1,1,University of Washington,#NAME?, Vision, Animation, and Game Science+ACI-,7,2,49,TRUE,
A8804,631,265,240,119,3,1,0.6197,1,Rijksuniversiteit Groningen,Theory of Computation,14,23,196,TRUE,,,,
A8805,978,202,155,449,5,1,1,0.8292,University of New Brunswick,Molecular Information Systems,21,29,441,TRUE,,,,
A8806,790,588,149,21,5,0.2557,1,1,#NAME?, Riverside+ACI-,Computing for Development,16,19,256,TRUE,,,
A8807,585,579,3,2,0,0.0103,1,1,#NAME?, Los Angeles+ACI-,Data Science,17,20,289,TRUE,,,
A8808,882,289,449,57,76,1,0.4909,1,University of Rochester,Computing for Development,25,25,625,TRUE,,,,
A8809,261,85,107,31,4,1,0.59,0.8697,Oregon State University,Data Management and Visualization,9,4,81,TRUE,,,,
A881,980,112,36,752,2,1,1,0.9204,Pontificia Universidad Catlica de Chile,Human Computer Interaction,21,24,441,TRUE,,,,
A8810,171,72,39,30,27,1,1,1,#NAME?, Riverside+ACI-,Programming Languages and Software Engineering,11,12,121,TRUE,,,
A8811,867,678,110,36,24,0.218,1,1,Wesleyan University,Data Science,20,25,400,TRUE,,,,
A8812,769,380,222,160,6,1,0.7113,1,Vrije Universiteit Amsterdam ,Programming Languages and Software Engineering,13,15,169,TRUE,,,,
A8813,959,688,20,198,30,0.2826,1,1,University of New Brunswick,Wireless and Sensor Systems,15,22,225,TRUE,,,,
A8814,763,457,199,58,4,0.401,0.7392,1,#NAME?, Los Angeles+ACI-,Human Computer Interaction,21,26,441,TRUE,,,
A8815,225,13,132,59,15,1,0.4133,1,Vrije Universiteit Amsterdam ,Computing for Development,7,1,49,TRUE,,,,
A8816,241,240,0,0,0,0.0041,1,1,University of Massachusetts Amhers ,Computational +ACY- Synthetic Biology,10,1,100,TRUE,,,,
A8817,807,11,300,458,19,1,0.6283,1,University of Rochester,Molecular Information Systems,21,26,441,TRUE,,,,
A8818,310,250,23,28,7,0.1935,1,1,Cornell University,Artificial Intelligence,9,2,81,TRUE,,,,
A8819,8,0,1,5,0,1,1,0.75,Massachusetts Institute of Technology ,Ubiquitous Computing,1,0,1,TRUE,,,,
A882,202,121,45,11,6,0.401,1,0.9059,University of Auckland,Programming Languages and Software Engineering,7,2,49,TRUE,,,,
A8820,172,154,16,0,1,0.1047,1,1,Vrije Universiteit Amsterdam ,Machine Learning,12,12,144,TRUE,,,,
A8821,881,690,186,4,0,0.2168,1,1,University of Pittsburgh  ,Molecular Information Systems,27,27,729,TRUE,,,,
A8822,426,363,31,24,0,0.1479,1,1,Massachusetts Institute of Technology,Security and Privacy,14,17,196,TRUE,,,,
A8823,39,1,0,26,10,1,1,1,University of New Brunswick,Theory of Computation,4,1,16,TRUE,,,,
A8824,761,361,282,54,1,1,0.6294,0.9172,Flinders University of South Australia,Machine Learning,23,24,529,TRUE,,,,
A8825,379,103,189,11,66,1,0.5013,1,Vrije Universiteit Amsterdam ,Natural Language Processing,11,15,121,TRUE,,,,
A8826,208,11,164,0,2,1,0.2115,0.851,Indiana University,Computer Architecture,12,13,144,TRUE,,,,
A8827,901,110,532,151,79,1,0.4095,1,University of Iowa,#NAME?, Vision, Animation, and Game Science+ACI-,24,26,576,TRUE,
A8828,276,54,165,36,1,1,0.4022,0.9275,Washington University in St. Louis,Artificial Intelligence,11,12,121,TRUE,,,,
A8829,956,332,102,239,208,1,1,0.9215,Washington University in St. Louis  ,Molecular Information Systems,19,25,361,TRUE,,,,
A883,267,24,235,7,0,1,0.1199,1,Northwestern University,Data Management and Visualization,9,1,81,TRUE,,,,
A8830,911,570,37,2,213,0.3743,1,0.9023,#NAME?, Irvine +ACI-,Machine Learning,29,29,841,TRUE,,,
A8831,625,4,323,12,2,1,0.4832,0.5456,Rijksuniversiteit Groningen,Systems and Networking,13,15,169,TRUE,,,,
A8832,567,544,15,0,2,0.0406,1,1,Rijksuniversiteit Groningen,Computational +ACY- Synthetic Biology,13,18,169,TRUE,,,,
A8833,888,562,243,0,63,0.3671,0.7264,1,University of Georgia ,#NAME?, Vision, Animation, and Game Science+ACI-,24,24,576,TRUE,
A8834,65,57,4,1,1,0.1231,1,1,Massachusetts Institute of Technology,Machine Learning,4,2,16,TRUE,,,,
A8835,335,196,72,11,37,0.4149,1,1,Vrije Universiteit Amsterdam ,Security and Privacy,13,13,169,TRUE,,,,
A8836,960,658,298,0,0,0.3146,0.6896,1,University of Washington,Systems and Networking,28,29,784,TRUE,,,,
A8837,628,147,179,52,220,1,0.715,1,Flinders University of South Australia,Programming Languages and Software Engineering,16,20,256,TRUE,,,,
A8838,564,213,112,188,16,1,1,1,University of Toronto,Systems and Networking,15,15,225,TRUE,,,,
A8839,389,367,1,10,4,0.0566,1,1,#NAME?, Berkeley+ACI-,Computer Architecture,11,18,121,TRUE,,,
A884,536,192,34,171,63,1,1,0.8582,#NAME?, Berkeley+ACI-,Computational +ACY- Synthetic Biology,13,17,169,TRUE,,,
A8840,221,150,53,4,11,0.3213,1,1,University of Iowa,Wireless and Sensor Systems,7,2,49,TRUE,,,,
A8841,225,146,22,6,30,0.3511,1,0.9067,Pontificia Universidad Catlica de Chile,Programming Languages and Software Engineering,9,0,81,TRUE,,,,
A8842,257,129,40,13,39,0.4981,1,0.8599,University of Georgia ,Security and Privacy,12,12,144,TRUE,,,,
A8843,284,14,191,23,3,1,0.3275,0.8134,Cornell University,Wireless and Sensor Systems,12,12,144,TRUE,,,,
A8844,373,304,36,8,24,0.185,1,1,Tel Aviv University,#NAME?, Vision, Animation, and Game Science+ACI-,13,18,169,TRUE,
A8845,926,376,216,108,98,1,1,0.8618,University of Rochester,Data Management and Visualization,28,28,784,TRUE,,,,
A8846,200,1,130,47,20,1,0.35,1,Washington University in St. Louis,Computer Architecture,13,13,169,TRUE,,,,
A8847,723,220,263,31,27,1,0.6362,0.7483,University of Iowa,Artificial Intelligence,17,22,289,TRUE,,,,
A8848,56,35,9,6,1,0.375,1,0.9107,Washington University in St. Louis,Data Science,3,0,9,TRUE,,,,
A8849,956,696,137,104,0,0.272,1,1,Massachusetts Institute of Technology,Machine Learning,15,25,225,TRUE,,,,
A885,273,209,62,1,0,0.2344,1,1,#NAME?, Irvine +ACI-,Computer Architecture,8,2,64,TRUE,,,
A8850,346,42,149,24,58,1,0.5694,0.789,Rijksuniversiteit Groningen,Ubiquitous Computing,14,17,196,TRUE,,,,
A8851,915,280,12,187,323,1,1,0.8765,The University of Chicago,Ubiquitous Computing,17,29,289,TRUE,,,,
A8852,865,540,189,86,2,0.3757,1,1,#NAME?, Berkeley+ACI-,Data Management and Visualization,21,24,441,TRUE,,,
A8853,750,386,338,21,1,0.4853,0.5493,1,#NAME?, Berkeley+ACI-,Wireless and Sensor Systems,20,26,400,TRUE,,,
A8854,43,0,4,35,1,1,1,0.9302,University of Massachusetts Amhers ,Wireless and Sensor Systems,4,3,16,TRUE,,,,
A8855,60,25,13,10,1,1,1,0.8167,University of Oxford,#NAME?, Vision, Animation, and Game Science+ACI-,3,1,9,TRUE,
A8856,729,343,307,26,14,1,0.5789,1,University of New Brunswick,Machine Learning,21,21,441,TRUE,,,,
A8857,573,565,4,3,0,0.014,1,1,University of Toronto,Computational +ACY- Synthetic Biology,12,14,144,TRUE,,,,
A8858,645,339,216,83,3,0.4744,0.6651,1,University Aix+AC0-Marseille,Theory of Computation,16,23,256,TRUE,,,,
A8859,30,8,2,9,0,1,1,0.6333,Flinders University of South Australia,Molecular Information Systems,4,0,16,TRUE,,,,
A886,957,64,340,370,36,1,0.6447,0.8464,Oregon State University,Computer Architecture,27,28,729,TRUE,,,,
A8860,46,43,2,0,0,0.0652,1,1,#NAME?, Riverside+ACI-,Systems and Networking,3,2,9,TRUE,,,
A8861,794,713,74,4,2,0.102,1,1,#NAME?, Irvine +ACI-,Data Science,23,24,529,TRUE,,,
A8862,784,515,256,8,2,0.3431,0.6735,1,#NAME?, Riverside+ACI-,Artificial Intelligence,19,24,361,TRUE,,,
A8863,578,236,164,90,3,1,0.7163,0.8529,Cornell University,Theory of Computation,18,21,324,TRUE,,,,
A8864,456,246,160,6,10,0.4605,0.6491,0.9254,University of New Brunswick,Computational +ACY- Synthetic Biology,10,9,100,TRUE,,,,
A8865,805,332,34,192,75,1,1,0.7863,Tel Aviv University,Computing for Development,17,24,289,TRUE,,,,
A8866,207,77,101,9,18,1,0.5121,1,Tel Aviv University,Artificial Intelligence,8,7,64,TRUE,,,,
A8867,836,652,175,1,4,0.2201,1,1,University of Arizona,Human Computer Interaction,15,16,225,TRUE,,,,
A8868,987,615,186,183,0,0.3769,1,1,#NAME?, Los Angeles+ACI-,Natural Language Processing,16,28,256,TRUE,,,
A8869,523,224,112,52,0,1,1,0.7419,Aarhus University,Artificial Intelligence,17,17,289,TRUE,,,,
A887,94,17,38,10,24,1,0.5957,1,Flinders University of South Australia,#NAME?, Vision, Animation, and Game Science+ACI-,4,2,16,TRUE,
A8870,890,392,335,159,2,1,0.6236,1,University of Notre Dame,Systems and Networking,16,19,256,TRUE,,,,
A8871,989,697,279,0,2,0.2952,0.7179,1,University of Arizona,Machine Learning,17,23,289,TRUE,,,,
A8872,206,73,116,15,0,1,0.4369,1,Vrije Universiteit Amsterdam ,Computer Architecture,12,12,144,TRUE,,,,
A8873,439,242,111,85,0,0.4487,0.7472,1,Washington University in St. Louis  ,Systems and Networking,18,19,324,TRUE,,,,
A8874,57,29,7,13,6,0.4912,1,1,Massachusetts Institute of Technology,Artificial Intelligence,3,0,9,TRUE,,,,
A8875,243,109,109,3,4,1,0.5514,0.9259,The George Washington University,#NAME?, Vision, Animation, and Game Science+ACI-,8,1,64,TRUE,
A8876,941,740,29,50,57,0.2136,1,1,Massachusetts Institute of Technology,Computer Architecture,18,28,324,TRUE,,,,
A8877,803,479,311,9,2,0.4035,0.6127,1,Pontificia Universidad Catlica de Chile,Ubiquitous Computing,17,26,289,TRUE,,,,
A8878,808,724,64,16,2,0.104,1,1,University of Georgia ,Data Science,16,25,256,TRUE,,,,
A8879,344,39,75,215,10,1,1,1,University of Rochester,Molecular Information Systems,12,17,144,TRUE,,,,
A888,491,123,190,40,131,1,0.613,1,Washington University in St. Louis  ,Natural Language Processing,20,20,400,TRUE,,,,
A8880,86,12,1,54,12,1,1,0.9186,Wesleyan University,Natural Language Processing,8,6,64,TRUE,,,,
A8881,240,198,2,38,1,0.175,1,1,University of Oxford,Artificial Intelligence,13,14,169,TRUE,,,,
A8882,852,460,13,22,345,0.4601,1,1,University of Massachusetts Amhers ,Natural Language Processing,26,26,676,TRUE,,,,
A8883,984,384,302,72,58,1,0.6931,0.8293,The George Washington University,Computational +ACY- Synthetic Biology,20,25,400,TRUE,,,,
A8884,858,227,274,267,9,1,0.6807,0.9056,Wesleyan University,#NAME?, Vision, Animation, and Game Science+ACI-,14,16,196,TRUE,
A8885,20,12,0,3,0,0.4,1,0.75, The University of Chicago,Systems and Networking,2,1,4,TRUE,,,,
A8886,516,189,179,107,25,1,0.6531,1,The George Washington University,#NAME?, Vision, Animation, and Game Science+ACI-,13,17,169,TRUE,
A8887,492,161,100,111,62,1,1,0.8821,Cornell University,Systems and Networking,21,21,441,TRUE,,,,
A8888,376,82,58,92,101,1,1,0.8856,University of Rochester,Data Science,16,17,256,TRUE,,,,
A8889,417,300,83,11,5,0.2806,1,1,University of Pittsburgh  ,Programming Languages and Software Engineering,14,18,196,TRUE,,,,
A889,544,538,5,0,0,0.011,1,1,University Aix+AC0-Marseille,Wireless and Sensor Systems,17,18,289,TRUE,,,,
A8890,174,138,21,6,8,0.2069,1,1,Massachusetts Institute of Technology,Wireless and Sensor Systems,12,12,144,TRUE,,,,
A8891,316,206,93,10,3,0.3481,0.7057,1,#NAME?, Riverside+ACI-,Data Science,13,14,169,TRUE,,,
A8892,721,441,97,31,21,0.3883,1,0.8183,Aarhus University,Computing for Development,21,24,441,TRUE,,,,
A8893,632,273,347,8,0,1,0.4509,1,#NAME?, San Diego+ACI-,Wireless and Sensor Systems,16,24,256,TRUE,,,
A8894,740,639,21,34,38,0.1365,1,1,Pontificia Universidad Catlica de Chile,Natural Language Processing,15,25,225,TRUE,,,,
A8895,873,66,747,40,11,1,0.1443,1,The University of Chicago,#NAME?, Vision, Animation, and Game Science+ACI-,24,28,576,TRUE,
A8896,749,463,195,46,2,0.3818,0.7397,1,Wesleyan University,Theory of Computation,23,26,529,TRUE,,,,
A8897,565,476,42,24,3,0.1575,1,1,Tel Aviv University,Programming Languages and Software Engineering,11,13,121,TRUE,,,,
A8898,117,2,31,56,22,1,0.735,1,Northwestern University,Systems and Networking,6,3,36,TRUE,,,,
A8899,855,363,389,34,48,1,0.545,1,#NAME?, Berkeley+ACI-,Computer Architecture,20,28,400,TRUE,,,
A89,479,105,316,44,9,1,0.3403,1,University of Iowa,Natural Language Processing,11,11,121,TRUE,,,,
A890,31,30,0,0,0,0.0323,1,1,University of Iowa,Data Science,4,0,16,TRUE,,,,
A8900,141,127,9,3,1,0.0993,1,1,University of Georgia ,Artificial Intelligence,8,3,64,TRUE,,,,
A8901,469,158,228,2,59,1,0.5139,1,The George Washington University,Data Management and Visualization,19,20,361,TRUE,,,,
A8902,389,85,240,18,35,1,0.383,1,Aarhus University,#NAME?, Vision, Animation, and Game Science+ACI-,13,16,169,TRUE,
A8903,356,296,25,7,4,0.1685,1,1,Washington University in St. Louis  ,Computer Architecture,14,15,196,TRUE,,,,
A8904,443,393,39,5,2,0.1129,1,1,The University of Chicago,Data Management and Visualization,16,18,256,TRUE,,,,
A8905,218,112,94,7,0,0.4862,0.5688,1, The University of Chicago,Data Management and Visualization,13,13,169,TRUE,,,,
A8906,742,447,24,18,81,0.3976,1,0.7682,University of New Brunswick,Programming Languages and Software Engineering,15,26,225,TRUE,,,,
A8907,84,12,21,32,0,1,1,0.7738,Vrije Universiteit Amsterdam ,Natural Language Processing,5,0,25,TRUE,,,,
A8908,583,152,232,122,20,1,0.6021,0.9022,University of Arizona,#NAME?, Vision, Animation, and Game Science+ACI-,18,18,324,TRUE,
A8909,394,299,44,1,21,0.2411,1,0.9264,University of New Brunswick,Data Management and Visualization,10,8,100,TRUE,,,,
A891,35,6,24,3,1,1,0.3143,1,University of Iowa,Security and Privacy,3,0,9,TRUE,,,,
A8910,887,50,461,186,108,1,0.4803,0.9076,University Aix+AC0-Marseille,Computational +ACY- Synthetic Biology,28,28,784,TRUE,,,,
A8911,443,306,31,21,64,0.3093,1,1, The University of Chicago,Systems and Networking,15,17,225,TRUE,,,,
A8912,48,25,7,8,5,0.4792,1,1,Northwestern University,Data Science,5,2,25,TRUE,,,,
A8913,100,93,1,5,0,0.07,1,1,Cornell University,Computational +ACY- Synthetic Biology,9,8,81,TRUE,,,,
A8914,189,123,62,0,2,0.3492,0.672,1,#NAME?, Irvine +ACI-,#NAME?, Vision, Animation, and Game Science+ACI-,11,11,121,TRUE
A8915,429,174,191,19,13,1,0.5548,1,University of Arizona,Data Science,16,16,256,TRUE,,,,
A8916,894,148,511,206,11,1,0.4284,1,Stanford University,Artificial Intelligence,17,23,289,TRUE,,,,
A8917,108,62,2,21,0,0.4259,1,0.787,#NAME?, Berkeley+ACI-,Molecular Information Systems,5,2,25,TRUE,,,
A8918,141,81,33,21,2,0.4255,1,1,Cornell University,Programming Languages and Software Engineering,5,1,25,TRUE,,,,
A8919,994,222,485,29,46,1,0.5121,0.7867,Flinders University of South Australia,Ubiquitous Computing,19,27,361,TRUE,,,,
A892,927,640,155,34,88,0.3096,1,1,Wesleyan University,Human Computer Interaction,21,21,441,TRUE,,,,
A8920,285,17,140,63,6,1,0.5088,0.793,University of Pittsburgh  ,Molecular Information Systems,10,6,100,TRUE,,,,
A8921,296,10,24,160,74,1,1,0.9054,#NAME?, Berkeley+ACI-,Computing for Development,15,15,225,TRUE,,,
A8922,602,229,326,33,8,1,0.4585,1,University of Massachusetts Amhers ,Wireless and Sensor Systems,13,13,169,TRUE,,,,
A8923,859,374,378,12,78,1,0.56,1,#NAME?, Berkeley+ACI-,Human Computer Interaction,17,23,289,TRUE,,,
A8924,680,12,359,161,105,1,0.4721,1,Stanford University,Computational +ACY- Synthetic Biology,21,22,441,TRUE,,,,
A8925,513,10,317,44,100,1,0.3821,0.9181,Washington University in St. Louis,Programming Languages and Software Engineering,15,20,225,TRUE,,,,
A8926,483,439,29,4,9,0.0911,1,1,University of Georgia ,Systems and Networking,12,17,144,TRUE,,,,
A8927,182,83,73,21,4,1,0.5989,1,The University of Chicago,Programming Languages and Software Engineering,8,1,64,TRUE,,,,
A8928,704,542,26,72,57,0.2301,1,1,University of Oxford,Programming Languages and Software Engineering,15,24,225,TRUE,,,,
A8929,342,327,7,3,4,0.0439,1,1,The George Washington University,Computing for Development,17,17,289,TRUE,,,,
A893,676,73,382,92,110,1,0.4349,1,Flinders University of South Australia,Artificial Intelligence,22,25,484,TRUE,,,,
A8930,949,292,88,4,208,1,1,0.6238,#NAME?, Irvine +ACI-,Molecular Information Systems,19,26,361,TRUE,,,
A8931,370,39,91,38,133,1,1,0.8135,University of Massachusetts Amhers ,Data Management and Visualization,14,15,196,TRUE,,,,
A8932,860,486,173,105,57,0.4349,1,1,#NAME?, Berkeley+ACI-,Natural Language Processing,14,18,196,TRUE,,,
A8933,105,10,33,2,0,1,0.6857,0.4286,Vrije Universiteit Amsterdam ,Wireless and Sensor Systems,7,1,49,TRUE,,,,
A8934,221,59,10,3,19,1,1,0.4118,University of Georgia ,Human Computer Interaction,11,11,121,TRUE,,,,
A8935,928,662,171,36,31,0.2866,1,1,Tel Aviv University,Wireless and Sensor Systems,29,29,841,TRUE,,,,
A8936,144,61,73,7,0,1,0.4931,1,#NAME?, Berkeley+ACI-,Wireless and Sensor Systems,7,6,49,TRUE,,,
A8937,923,422,264,175,59,1,0.714,1,University of Georgia ,Computing for Development,15,28,225,TRUE,,,,
A8938,595,529,26,9,19,0.1109,1,1,University of Auckland,Computer Architecture,16,22,256,TRUE,,,,
A8939,972,888,82,0,1,0.0864,1,1,University of Rochester,Molecular Information Systems,25,29,625,TRUE,,,,
A894,6,5,0,0,0,0.1667,1,0.8333,Pontificia Universidad Catlica de Chile,Computer Architecture,1,0,1,TRUE,,,,
A8940,766,413,84,100,102,0.4608,1,0.9125,University of Notre Dame,Security and Privacy,19,20,361,TRUE,,,,
